Conference,Year,Title,Authors,PDF Link,File name,Code,status_code,Data,Comments,Assigned To
EuroS&P,2018,A formal analysis of the Neuchâtel e-voting protocol,"Veronique Cortier,David Galindo,Mathieu Turuani",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8406615,Veronique_Cortier_2018.pdf,,,,,
EuroS&P,2018,Sponge-Based Control-Flow Protection for IoT Devices,"Mario Werner,Thomas Unterluggauer,David Schaffenrath,Stefan Mangard",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8406601,Mario_Werner_2018.pdf,,,,,
EuroS&P,2018,The Real First Class? Inferring Confidential Corporate Mergers and Government Relations from Air Traffic Communication,"Martin Strohmeier,Matthew Smith,Vincent Lenders,Ivan Martinovic",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8406594,Martin_Strohmeier_2018.pdf,,,,,
EuroS&P,2018,Online Synthesis of Adaptive Side-Channel Attacks Based On Noisy Observations,"Lucas Bang,Nicolas Rosner,Tevfik Bultan",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8406607,Lucas_Bang_2018.pdf,,,,,
EuroS&P,2018,Crypto Crumple Zones: Enabling Limited Access without Mass Surveillance,"Charles Wright,Mayank Varia",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8406606,Charles_Wright_2018.pdf,,,,,
EuroS&P,2018,User Blocking Considered Harmful? An Attacker-controllable Side Channel to Identify Social Accounts,"Takuya Watanabe,Eitaro Shioji,Mitsuaki Akiyama,Keito Sasaoka,Takeshi Yagi,Tatsuya Mori",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8406608,Takuya_Watanabe_2018.pdf,,,,,
EuroS&P,2018,On Composability of Game-based Password Authenticated Key Exchange,"Marjan Skrobot,Jean Lancrenon",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8406616,Marjan_Skrobot_18.pdf,,,,,
EuroS&P,2018,I Spy with My Little Eye: Analysis and Detection of Spying Browser Extensions,"Anupama Aggarwal,Bimal Viswanath,Liang Zhang,Saravana Kumar,Ayush Shah,Ponnurangam Kumaraguru",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8406590,Anupama_Aggarwal_2018.pdf,,,,,
EuroS&P,2018,Position-independent Code Reuse: On the Effectiveness of ASLR in the Absence of Information Disclosure,"Benjamin Kollenda,Enes Göktaş,Philipp Koppe,Erik Bosman, Georgios Portokalidis,Thorsten Holz,Herbert Bos,Cristiano Giuffrida",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8406602,Benjamin_Kollenda_2018.pdf,,,,,
EuroS&P,2018,TARANET: Traffic-Analysis Resistant Anonymity at the NETwork layer,"Chen Chen,Daniele E. Asoni,Adrian Perrig,David Barrera,George Danezis,Carmela Troncoso",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8406596,Chen_Chen_2018.pdf,,,,,
EuroS&P,2018,Attacking Deterministic Signature Schemes using Fault Attacks,"Damian Poddebniak,Juraj Somorovsky,Sebastian Schinzel,Manfred Lochter,Paul Rosler",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8406609,Damian_Poddebniak_2018.pdf,,,,,
EuroS&P,2018,Dissecting Privacy Risks in Biomedical Data,"Pascal Berrang,Mathias Humbert,Yang Zhang,Irina Lehmann,Roland Eils,Michael Backes",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8406591,Pascal_Berrang_2018.pdf,,,,,
EuroS&P,2019,False Sense of Security: A Study on the Effectivity of Jailbreak Detection in Banking Apps,"Ansgar Kellner, Micha Horlboge, Konrad Rieck, Christian Wressnegger",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8806743,Ansgar_Kellner_2019.pdf,https://dev.sec.tu-bs.de/ios/,-1,,,
EuroS&P,2019,Up-To-Crash: Evaluating Third-Party Library Updatability on Android,"Jie Huang, Nataniel Borges, Sven Bugiel, Michael Backes",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8806753,Jie_Huang_2019.pdf,,,,,
EuroS&P,2019,Challenges in Designing Exploit Mitigations for Deeply Embedded Systems,"Ali Abbasi, Jos Wetzels, Thorsten Holz, Sandro Etalle",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8806725,Ali_Abbasi_2019.pdf,,,,,
EuroS&P,2019,DroidEvolver: Self-Evolving Android Malware Detection System,"Ke Xu, Yingjiu Li, Robert H. Deng, Kai Chen, Jiayun Xu",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8806731,Ke_Xu_2019.pdf,https://github.com/DroidEvolver/DroidEvolver,200,,,
EuroS&P,2019,Programming with Flow-Limited Authorization: Coarser is Better,"Mathias V. Pedersen, Stephen Chong",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8806736,Mathias_Pedersen_2019.pdf,,,,,
EuroS&P,2019,Information-Flow Control for Database-backed Applications,"Marco Guarnieri, Musard Balliu, Daniel Schoepe, David Basin, Andrei Sabelfeld",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8806751,Marco_Guarnieri_2019.pdf,,,,,
EuroS&P,2019,Adaptive Call-site Sensitive Control Flow Integrity,"Mustakimur Khandaker, Abu Naser, Wenqing Liu, Zhi Wang, Yajin Zhou, Yueqiang Cheng",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8806734,Mustakimur_Khandaker_2019.pdf,,,,,
EuroS&P,2019,STEROIDS for DOPed Applications: A Compiler for Automated Data-Oriented Programming,"Jannik Pewny, Philipp Koppe, Thorsten Holz",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8806714,Jannik_Pewny_2019.pdf,,,,,
EuroS&P,2019,A Symbolic Analysis of ECC-based Direct Anonymous Attestation,"Jorden Whitefield, Liqun Chen, Ralf Sasse, Steve Schneider, Helen Treharne, Stephan Wesemeyer",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8806715,Jorden_Whitefield_2019.pdf,,,,,
EuroS&P,2019,SGXPECTRE : Stealing Intel Secrets from SGX Enclaves via Speculative Execution,"Guoxing Chen, Sanchuan Chen, Yuan Xiao, Yinqian Zhang, Zhiqiang Lin, Ten H. Lai",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8806740,Guoxing_Chen_2019.pdf,https://github.com/OSUSecLab/SgxPectre,200,,,
EuroS&P,2019,ReplicaTEE: Enabling Seamless Replication of SGX Enclaves in the Cloud,"Claudio Soriente, Ghassan O. Karame, Wenting Li, Sergey Fedorov",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8806748,Claudio_Soriente_2019.pdf,,,,,
EuroS&P,2019,Deanonymization and linkability of cryptocurrency transactions based on network analysis,"Alex Biryukov, Sergei Tikhomirov",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8806723,Alex_Biryukov_2019.pdf,,,,,
EuroS&P,2019,"Ekiden: A Platform for Confidentiality-Preserving, Trustworthy, and Performant Smart Contracts","Raymond Cheng, Fan Zhang, Jernej Kos, Warren He, Nicholas Hynes, Noah Johnson",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8806762,Raymond_Cheng_2019.pdf,,,,,
EuroS&P,2019,Understanding eWhoring,"Alice Hutchings, Sergio Pastrana",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8806721,Alice_Hutchings_2019.pdf,,,,,
EuroS&P,2019,Key-Insulated and Privacy-Preserving Signature Scheme with Publicly Derived Public Key,"Zhen Liu, Guomin Yang, Duncan S. Wong, Khoa Nguyen, Huaxiong Wang",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8806749,Zhen_Liu_2019.pdf,,,,,
EuroS&P,2019,A Mechanised Cryptographic Proof of the WireGuard Virtual Private Network Protocol,"Benjamin Lipp, Bruno Blanchet, Karthikeyan Bhargavan",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8806752,Benjamin_Lipp_2019.pdf,,,,,
EuroS&P,2019,The Case of Adversarial Inputs for Secure Similarity Approximation Protocols,"Evgenios M. Kornaropoulos, Petros Efstathopoulos",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8806727,Evgenios_Kornaropoulos_2019.pdf,,,,,
EuroS&P,2019,A Practical Attestation Protocol for Autonomous Embedded Systems,"Florian Kohnhauser, Niklas Buscher, Stefan Katzenbeisser",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8806746,Florian_Kohnhauser_2019.pdf,,,,,
EuroS&P,2019,IFAL: Issue First Activate Later Certificates for V2X,"Eric R. Verheul, Christopher Hicks, Flavio D. Garcia",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8806744,Eric_Verheul_2019.pdf,https://github.com/hkscy/IFAL,200,,,
EuroS&P,2019,SAID: Reshaping Signal into an Identity-Based Asynchronous Messaging Protocol with Authenticated Ratcheting,"Olivier Blazy, Angele Bossuat, Xavier Bultel, Pierre-Alain Fouque, Cristina Onete, Elena Pagnin",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8806729,Olivier_Blazy_2019.pdf,,,,,
EuroS&P,2019,SoK: Benchmarking Flaws in Systems Security,"Erik van der Kouwe, Gernot Heiser, Dennis Andriesse, Herbert Bos, Cristiano Giuffrida",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8806739,Erik_Kouwe_2019.pdf,,,,,
EuroS&P,2019,Tell Me You Fixed It: Evaluating Vulnerability Notifications via Quarantine Networks,"Orcun Cetin, Carlos Ganan, Lisette Altena, Samaneh Tajalizadehkhoob, Michel van Eeten",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8806733,Orcun_Cetin_2019.pdf,,,,,
EuroS&P,2019,Discovering Correlations: A Formal Definition of Causal Dependency Among Heterogeneous Events,"Charles Xosanavongsa, Eric Totel, Olivier Bettan",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8806755,Charles_Xosanavongsa_2019.pdf,,,,,
EuroS&P,2019,Noise Explorer: Fully Automated Modeling and Verification for Arbitrary Noise Protocols,"Nadim Kobeissi, Georgio Nicolas, Karthikeyan Bhargavan",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8806757,Nadim_Kobeissi_2019.pdf,https://noiseexplorer.com/#,200,,,
EuroS&P,2019,Degenerate fault attacks on elliptic curve parameters in OpenSSL,"Akira Takahashi, Mehdi Tibouchi",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8806763,Akira_Takahashi_2019.pdf,,,,,
EuroS&P,2019,On Aggregation of Information in Timing Attacks,"Itsaka Rakotonirina, Boris Kopf",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8806719,Itsaka_Rakotonirina_2019.pdf,,,,,
EuroS&P,2019,In Encryption we don't Trust: The Effect of End-To-End Encryption to the Masses on User Perception,"Sergej Dechand, Alena Naiakshina, Anastasia Danilova, Matthew Smith",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8806742,Sergej_Dechand_2019.pdf,,,,,
EuroS&P,2019,Rethinking Location Privacy for Unknown Mobility Behaviors,"Simon Oya, Carmela Troncoso, Fernando Perez-Gonzalez",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8806718,Simon_Oya_2019.pdf,,,,,
EuroS&P,2019,Revisiting User Privacy for Certificate Transparency,"Daniel Kales, Olamide Omolola, Sebastian Ramacher",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8806754,Daniel_Kales_2019.pdf,,,,,
EuroS&P,2019,PILOT: Practical Privacy-Preserving Indoor Localization using OuTsourcing,"Kimmo Jarvinen, Helena Leppakoski, Elena-Simona Lohan, Philipp Richter, Thomas Schneider, Oleksandr Tkachenko, Zheng Yang",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8806758,Kimmo_Jarvinen_2019.pdf,,,,,
EuroS&P,2019,The 5G-AKA Authentication Protocol Privacy,Adrien Koutsos,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8806761,Adrien_Koutsos_2019.pdf,,,,,
EuroS&P,2019,Towards Understanding Limitations of Pixel Discretization Against Adversarial Attacks,"Jiefeng Chen, Xi Wu, Vaibhav Rastogi, Yingyu Liang, Somesh Jha",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8806764,Jiefeng_Chen_2019.pdf,https://github.com/jfc43/pixel-discretization,200,,,
EuroS&P,2019,EzPC: Programmable and Efficient Secure Two-Party Computation for Machine Learning,"Nishanth Chandran, Divya Gupta, Aseem Rastogi, Rahul Sharma, Shardul Tripathi",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8806756,Nishanth_Chandran_2019.pdf,https://github.com/mpc-msri/EzPC,200,,,
EuroS&P,2019,PRADA: Protecting Against DNN Model Stealing Attacks,"Mika Juuti, Sebastian Szyller, Samuel Marchal, N. Asokan",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8806737,Mika_Juuti_2019.pdf,https://github.com/SSGAalto/prada-protecting-against-dnn-model-stealing-attacks,200,,,
EuroS&P,2019,Mitch: A Machine Learning Approach to the Black-Box Detection of CSRF Vulnerabilities,"Stefano Calzavara, Mauro Conti, Riccardo Focardi, Alvise Rabitti, Gabriele Tolomei",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8806728,Stefano_Calzavara_2019.pdf,https://github.com/alviser/mitch,200,,,
EuroS&P,2019,Domain Impersonation is Feasible: A Study of CA Domain Validation Vulnerabilities,"Lorenz Schwittmann, Matthaus Wander, Torben Weis",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8806745,Lorenz_Schwittmann_2019.pdf,,,,,
EuroS&P,2019,TraffickStop: Detecting and Measuring Illicit Traffic Monetization Through Large-scale DNS Analysis,"Baojun Liu1, Zhou Li, Peiyuan Zong, Chaoyi Lu, Haixin Duan, Ying Liu, Sumayah Alrwais, Xiaofeng Wang, Shuang Hao, Yaoqi Jia, Yiming Zhang, Kai Chen, Zaifeng Zhang",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8806730,Baojun_Liu_2019.pdf,,,,,
EuroS&P,2019,StopGuessing: Using Guessed Passwords to Thwart Online Password Guessing,"Yuan Tian, Cormac Herley, Stuart Schechter",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8806735,Yuan_Tian_2019.pdf,https://github.com/Microsoft/StopGuessing,200,,,
EuroS&P,2019,MALPITY: Automatic Identification and Exploitation of Tarpit Vulnerabilities in Malware,"Sebastian Walla, Christian Rossow",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8806760,Sebastian_Walla_2019.pdf,,,,,
EuroS&P,2019,"Private votes on untrusted platforms: models, attacks and provable scheme","Sergiu Bursuc, Constantin-Catalin Dragan, Steve Kremer",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8806713,Sergiu_Bursuc_2019.pdf,,,,,
EuroS&P,2019,Is your vote overheard? A new scalable side-channel attack against paper voting,"Kristjan Krips, Jan Willemson, Sebastian Värv",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8806759,Kristjan_Krips_2019.pdf,,,,,
EuroS&P,2019,Improving Automated Symbolic Analysis of Ballot Secrecy for E-voting Protocols: A Method Based on Sufficient Conditions,"Lucca Hirschi, Cas Cremers",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8806716,Lucca_Hirschi_2019.pdf,,,,,
EuroS&P,2020,"Anyone Else Seeing this Error?': Community, System Administrators, and Patch Information","Adam Jenkins, Pieris Kalligeros, Kami Vaniea, Maria K. Wolters",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9230392,Adam_Jenkins_2020.pdf,,,,,
EuroS&P,2020,A Vehicular DAA Scheme for Unlinkable ECDSA Pseudonyms in V2X,"Christopher Hicks, Flavio D. Garcia",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9230371,Christopher_Hicks_2020.pdf,,,,,
EuroS&P,2020,Accountability in a Permissioned Blockchain:Formal Analysis of Hyperledger Fabric,"Mike Graf, Ralf Kusters, Daniel Rausch",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9230387,Mike_Graf_2020.pdf,,,,,
EuroS&P,2020,DARIA: Designing Actuators to Resist Arbitrary Attacks Against Cyber-Physical Systems,"Jairo Giraldo, Sahand Hadizadeh Kafash, Justin Ruths, Alvaro A. Cardenas",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9230365,Jairo_Giraldo_2020.pdf,,,,,
EuroS&P,2020,AVGuardian: Detecting and Mitigating Publish-Subscribe Overprivilege for Autonomous Vehicle Systems,"David Ke Hong, John Kloosterman, Yuqi Jin, Yulong Cao, Qi Alfred Chen, Scott Mahlke, Z. Morley Mao",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9230389,David_Hong_2020.pdf,https://github.com/analyzerav/avguardian,200,,,
EuroS&P,2020,Biometric Backdoors: A Poisoning Attack Against Unsupervised Template Updating,"Giulio Lovisotto, Simon Eberz, Ivan Martinovic",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9230411,Giulio_Lovisotto_2020.pdf,https://github.com/ssloxford/biometric-backdoors,200,,,
EuroS&P,2020,Bypassing Backdoor Detection Algorithms in Deep Learning,"Te Juin Lester Tan, Reza Shokri",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9230390,Te_Tan_2020.pdf,,,,,
EuroS&P,2020,Chameleons' Oblivion: Complex-Valued Neural Networks for Protocol-Agnostic RF Device Fingerprinting,"Ioannis Agadakos, Nikolaos Agadakos, Jason Polakis, Mohamed R. Amer",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9230376,Ioannis_Agadakos_2020.pdf,,,,,
EuroS&P,2020,CHORUS: a Programming Framework for Building Scalable Differential Privacy Mechanisms,"Noah Johnson, Joseph P. Near, Joseph M. Hellerstein, Dawn Song",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9230409,Noah_Johnson_2020.pdf,https://github.com/uvm-plaid/chorus,200,,,
EuroS&P,2020,COMAR: Classification of Compromised versus Maliciously Registered domains,"Sourena Maroofi, Maciej Korczynski, Cristian Hesselman, Benoit Ampeau, Andrzej Duda",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9230367,Sourena_Maroofi_2020.pdf,,,,,
EuroS&P,2020,Detecting Malware Injection with Program-DNS Behavior,"Yixin Sun, Kangkook Jee, Suphannee Sivakorn, Zhichun Li, Cristian Lumezanu, Lauri Korts-Parn, Zhenyu Wu, Junghwan Rhee, Chung Hwan Kim, Mung Chiang, Prateek Mittal",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9230384,Yixin_Sun_2020.pdf,,,,,
EuroS&P,2020,Differentially Private Two-Party Set Operations,"Bailey Kacsmar, Basit Khurram, Nils Lukas, Alexander Norton, Masoumeh Shafieinejad, Zhiwei Shang, Yaser Baseri, Maryam Sepehri, Simon Oya, Florian Kerschbaum",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9230399,Bailey_Kacsmar_2020.pdf,https://github.com/cryspuwaterloo/DiPSI,200,,,
EuroS&P,2020,DLA: Dense-Layer-Analysis for Adversarial Example Detection,"Philip Sperl, Ching-Yu Kao, Peng Chen, Xiao Lei, Konstantin Bottinger",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9230412,Philip_Sperl_2020.pdf,,,,,
EuroS&P,2020,Evaluating Explanation Methods for Deep Learning in Computer Security,"Alexander Warnecke, Daniel Arp, Christian Wressnegger, Konrad Rieck",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9230374,Alexander_Warnecke_2020.pdf,https://github.com/alewarne/explain-mlsec,200,,,
EuroS&P,2020,Extensive Security Verification of LoRaWAN Key Establishment: Insecurities & Patches,"Stephan Wesemeyer, Ioana Boureanu, Zach Smith, Helen Treharne",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9230413,Stephan_Wesemeyer_2020.pdf,https://github.com/lorawan-tamarin-analysis/lorawan-tamarin-analysis,200,,,
EuroS&P,2020,Generalized Iterative Bayesian Update and Applications to Mechanisms for Privacy Protection,"Ehab ElSalamouny, Catuscia Palamidessi",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9230415,Ehab_ElSalamouny_2020.pdf,https://gitlab.com/locpriv/ibu,200,,,
EuroS&P,2020,Improving Fuzzing through Controlled Compilation,"Laurent Simon, Akash Verma",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9230360,Laurent_Simon_2020.pdf,https://github.com/Samsung/afl_cc,200,,,
EuroS&P,2020,IoTFinder: Efficient Large-Scale Identification of IoT Devices via Passive DNS Traffic Analysis,"Roberto Perdisci, Thomas Papastergiou, Omar Alrawi, Manos Antonakakis",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9230403,Roberto_Perdisci_2020.pdf,,,,,
EuroS&P,2020,Jekyll: Attacking Medical Image Diagnostics using Deep Generative Models,"Neal Mangaokar, Jiameng Pu, Parantapa Bhattacharya, Chandan K. Reddy, Bimal Viswanath",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9230370,Neal_Mangaokar_2020.pdf,,,,,
EuroS&P,2020,TagBleed: Breaking KASLR on the Isolated Kernel Address Space using Tagged TLBs,"Jakob Koschel, Cristiano Giuffrida, Herbert Bos, Kaveh Razavi",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9230388,Jakob_Koschel_2020.pdf,,,,,
EuroS&P,2020,Membership Inference Against DNA Methylation Databases,"Inken Hagestedt, Mathias Humbert, Pascal Berrang, Irina Lehmann, Roland Eils, Michael Backes, Yang Zhang",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9230417,Inken_Hagestedt_2020.pdf,,,,,
EuroS&P,2020,Modular Security Analysis of OAuth 2.0 in the Three-Party Setting,"Xinyu Li, Jing Xu, Zhenfeng Zhang, Xiao Lan, Yuchen Wang",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9230361,Xinyu_Li_2020.pdf,,,,,
EuroS&P,2020,Multi-country Study of Third Party Trackers from Real Browser Histories,"Xuehui Hu, Guillermo Suarez de Tangil, Nishanth Sastry",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9230391,Xuehui_Hu_2020.pdf,,,,,
EuroS&P,2020,On Deploying Secure Computing: Private Intersection-Sum-with-Cardinality Protocols,"Mihaela Ion, Ben Kreuter, Ahmet Erhan Nergiz, Sarvar Patel, Shobhit Saxena, Karn Seth, Mariana Raykova, David Shanahan, Moti Yung",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9230369,Mihaela_Ion_2020.pdf,,,,,
EuroS&P,2020,Ordinos: A Verifiable Tally-Hiding E-Voting System,"Ralf Kusters, Julian Liedtke, Johannes Muller, Daniel Rausch, Andreas Vogt",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9230368,Ralf_Kusters_2020.pdf,,,,,
EuroS&P,2020,"PESTO: Proactively Secure Distributed Single Sign-On, or How to Trust a Hacked Server","Carsten Baum, Tore Frederiksen, Julia Hesse, Anja Lehmann, Avishay Yanai",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9230400,Carsten_Baum_2020.pdf,https://bitbucket.alexandra.dk/projects/OL/repos/pesto,200,,,
EuroS&P,2020,Practical Volume-Based Attacks on Encrypted Databases,"Rishabh Poddar, Stephanie Wang, Jianan Lu, Raluca Ada Popa",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9230375,Rishabh_Poddar_2020.pdf,,,,,
EuroS&P,2020,Quantitative Assessment on the Limitations of Code Randomization for Legacy Binaries,"Pei Wang, Jinquan Zhang, Shuai Wang, Dinghao Wu",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9230354,Pei_Wang_2020.pdf,,,,,
EuroS&P,2020,Replay Attacks and Defenses Against Cross-shard Consensus in Sharded Distributed Ledgers,"Alberto Sonnino, Shehar Bano, Mustafa Al-Bassam, George Danezis",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9230373,Alberto_Sonnino_2020.pdf,https://github.com/sheharbano/byzcuit,200,,,
EuroS&P,2020,Reward Sharing Schemes for Stake Pools,"Lars Brünjes, Aggelos Kiayias, Elias Koutsoupias, Aikaterini-Panagiota Stouka",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9230398,Lars_Brünjes_2020.pdf,,,,,
EuroS&P,2020,Saffire: Call-site-specific Function Specialization and Hardening against Code Reuse Attacks,"Shachee Mishra, Michalis Polychronakis",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9230416,Shachee_Mishra_2020.pdf,,,,,
EuroS&P,2020,SecurePay: Strengthening Two-Factor Authentication for Arbitrary Transactions,"Radhesh Krishnan Konoth, Bjorn Fischer, Wan Fokkink, Elias Athanasopoulos, Kaveh Razavi, Herbert Bos",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9230396,Radhesh_Konoth_2020.pdf,,,,,
EuroS&P,2020,"SoK: Delegation and Revocation, the Missing Links in the Web's Chain of Trust","Laurent Chuat, AbdelRahman Abdou, Ralf Sasse, Christoph Sprenger, David Basin, Adrian Perrig",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9230363,Laurent_Chuat_2020.pdf,,,,,
EuroS&P,2020,A Pragmatic Approach to Membership Inferences on Machine Learning Models,"Yunhui Long, Lei Wang, Diyue Bu, Vincent Bindschaedler, Xiaofeng Wang, Haixu Tang, Carl A. Gunter, Kai Chen",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9230385,Yunhui_Long_2020.pdf,,,,,
EuroS&P,2020,User Attitudes On Direct-to-Consumer Genetic Testing,"Debjani Saha, Anna Chan, Brook Stacy, Kiran Javkar, Sushant Patkar, Michelle L. Mazurek",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9230401,Debjani_Saha_2020.pdf,,,,,
EuroS&P,2020,VGraph: A Robust Vulnerable Code Clone Detection System Using Code Property Triplets,"Benjamin Bowman, H. Howie Huang",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9230372,Benjamin_Bowman_2020.pdf,,,,,
EuroS&P,2020,X-Men: A Mutation-Based Approach for the Formal Analysis of Security Ceremonies,"Diego Sempreboni, Luca Vigano",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9230359,Diego_Sempreboni_2020.pdf,https://github.com/diegosempreboni/X-Men,200,,,
EuroS&P,2020,Zone Encryption with Anonymous Authentication for V2V Communication,"Jan Camenisch, Manu Drijvers, Anja Lehmann, Gregory Neven, Patrick Towa",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9230364,Jan_Camenisch_2020.pdf,,,,,
EuroS&P,2021,"Aim, Wait, Shoot: How the CACHESNIPER Technique Improves Unprivileged Cache Attacks","Samira Briongos,Ida Bruhns,Pedro Malagón,Thomas Eisenbarth,José Moya",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9581261,Samira_Briongos_2021.pdf,https://github.com/greenlsi/CacheSniper,200,,,
