Conference,Year,Title,Authors,PDF Link,Code,status_code,Data,File name,Comments,Assigned To
AsiaCCS,2016,Cross Processor Cache Attacks,"Gorka Irazoqui, Thomas Eisenbarth, Berk Sunar",https://dl.acm.org/doi/pdf/10.1145/2897845.2897867,,,,Gorka_Irazoqui_2016.pdf,,
AsiaCCS,2016,Mystique: Evolving Android Malware for Auditing Anti-Malware Tools,"Guozhu Meng, Yinxing Xue, Chandramohan Mahinthan, Annamalai Narayanan, Yang Liu, Jie Zhang, Tieming Chen",https://dl.acm.org/doi/pdf/10.1145/2897845.2897856,,,,Guozhu_Meng_2016.pdf,,
AsiaCCS,2016,StormDroid: A Streaminglized Machine Learning-Based System for Detecting Android Malware,"Sen Chen, Minhui Xue, Zhushou Tang, Lihua Xu, Haojin Zhu",https://dl.acm.org/doi/pdf/10.1145/2897845.2897860,,,,Sen_Chen_2016.pdf,,
AsiaCCS,2016,FLEX: A Flexible Code Authentication Framework for Delegating Mobile App Customization,"Gabriele Costa, Paolo Gasti, Alessio Merlo, Shunt-Hsi Yu",https://dl.acm.org/doi/pdf/10.1145/2897845.2897887,,,,Gabriele_Costa_2016.pdf,,
AsiaCCS,2016,DroidDisintegrator: Intra-Application Information Flow Control in Android Apps,"Eran Tromer, Roei Schuster",https://dl.acm.org/doi/pdf/10.1145/2897845.2897888,,,,Eran_Tromer_2016.pdf,,
AsiaCCS,2016,Why MAC Address Randomization is not Enough: An Analysis of Wi-Fi Network Discovery Mechanisms,"Mathy Vanhoef, CÃ©lestin Matte, Mathieu Cunche, Leonardo S. Cardoso, Frank Piessens",https://dl.acm.org/doi/pdf/10.1145/2897845.2897883,,,,Mathy_Vanhoef_2016.pdf,,
AsiaCCS,2016,Vehicle Self-Surveillance: Sensor-Enabled Automatic Driver Recognition,"Ian D. Markwood, Yao Liu",https://dl.acm.org/doi/pdf/10.1145/2897845.2897917,,,,Ian D._Markwood_2016.pdf,,
AsiaCCS,2016,Automated Dynamic Firmware Analysis at Scale: A Case Study on Embedded Web Interfaces,"Andrei Costin, Apostolis Zarras, AurÃ©lien Francillon",https://dl.acm.org/doi/pdf/10.1145/2897845.2897900,,,,Andrei_Costin_2016.pdf,,
AsiaCCS,2016,Distributed Detection of Single-Stage Multipoint Cyber Attacks in a Water Treatment Plant,"Sridhar Adepu, Aditya Mathur",https://dl.acm.org/doi/pdf/10.1145/2897845.2897855,,,,Sridhar_Adepu_2016.pdf,,
AsiaCCS,2016,Smart Locks: Lessons for Securing Commodity Internet of Things Devices,"Grant Ho, Derek Leung, Pratyush Mishra, Ashkan Hosseini, Dawn Song, David Wagner",https://dl.acm.org/doi/pdf/10.1145/2897845.2897886,,,,Grant_Ho_2016.pdf,,
AsiaCCS,2016,Binary Analysis For Autonomus Hacking,Giovanni Vigna,https://dl.acm.org/doi/pdf/10.1145/2897845.2901788,,,,Giovanni_Vigna_2016.pdf,,
AsiaCCS,2016,The Request for Better Measurement: A Comparative Evaluation of Two-Factor Authentication Schemes,"Ding Wang, Qianchen Gu, Haibo Cheng, Ping Wang",https://dl.acm.org/doi/pdf/10.1145/2897845.2897916,,,,Ding_Wang_2016.pdf,,
AsiaCCS,2016,Homomorphic Linear Authentication Schemes from (Îµ)-Authentication Codes,"Shuai Han, Shengli Liu, Fangguo Zhang, Kefei Chen",https://dl.acm.org/doi/pdf/10.1145/2897845.2897859,,,,Shuai_Han_2016.pdf,,
AsiaCCS,2016,Forgery-Resistant Touch-based Authentication on Mobile Devices,"Neil Zhenqiang Gong, Mathias Payer, Reza Moazzezi, Mario Frank",https://dl.acm.org/doi/pdf/10.1145/2897845.2897908,,,,Neil Zhenqiang_Gong_2016.pdf,,
AsiaCCS,2016,Practical (Signatures with Efficient Protocols) from Simple Assumptions,"BenoÃ®t Libert, Fabrice Mouhartem, Moti Yung""",https://dl.acm.org/doi/pdf/10.1145/2897845.2897898,,,,Benoat_Libert_2016.pdf,,
AsiaCCS,2016,Bilateral-secure Signature by Key Evolving,"Tao Xiang, Xiaoguo Li, Fei Chen, Yi Mu",https://dl.acm.org/doi/pdf/10.1145/2897845.2897864,,,,Tao_Xiang_2016.pdf,,
AsiaCCS,2016,Secure Dynamic SSE via Access Indistinguishable Storage,"Tianhao Wang, Yunlei Zhao",https://dl.acm.org/doi/pdf/10.1145/2897845.2897884,,,,Tianhao_Wang_2016.pdf,,
AsiaCCS,2016,Building an Encrypted Distributed and Searchable Key-value Store,"Xingliang Yuan, Xinyu Wang, Cong Wang, Chen Qian, Jianxiong Lin",https://dl.acm.org/doi/pdf/10.1145/2897845.2897852,,,,Xingliang_Yuan_2016.pdf,,
AsiaCCS,2016,Anonymous Role-Based Access Control on E-Health Records,"Xingguang Zhou, Jianwei Liu, Weiran Liu, Qianhong Wu",https://dl.acm.org/doi/pdf/10.1145/2897845.2897871,,,,Xingguang_Zhou_2016.pdf,,
AsiaCCS,2016,Gait-Based Wi-Fi Signatures for Privacy-Preserving,"Yan Li, Ting Zhu",https://dl.acm.org/doi/pdf/10.1145/2897845.2897909,,,,Yan_Li_2016.pdf,,
AsiaCCS,2016,Anonymous Identification for Ad Hoc Group,"Xingye Lu, Man Ho Au",https://dl.acm.org/doi/pdf/10.1145/2897845.2897903,,,,Xingye_Lu_2016.pdf,,
AsiaCCS,2016,Efficient Authenticated Multi-Pattern Matching,"Zhe Zhou, Tao Zhang, Sherman S.M. Chow, Yupeng Zhang, Kehuan Zhang",https://dl.acm.org/doi/pdf/10.1145/2897845.2897906,,,,Zhe_Zhou_2016.pdf,,
AsiaCCS,2016,Efficient Verifiable Computation of Linear and Quadratic Functions over Encrypted Data,"Ngoc Hieu Tran, HweeHwa Pang, Robert H. Deng",https://dl.acm.org/doi/pdf/10.1145/2897845.2897892,https://github.com/shaih/Helib,200,,Ngoc Hieu_Tran_2016.pdf,,
AsiaCCS,2016,Efficient Privacy-Preserving Matrix Factorization via Fully Homomorphic Encryption: Extended Abstract,"Sungwook Kim, Jinsu Kim, Dongyoung Koo, Yuna Kim, Hyunsoo Yoon, Junbum Shin",https://dl.acm.org/doi/pdf/10.1145/2897845.2897875,,,,Sungwook_Kim_2016.pdf,,
AsiaCCS,2016,Privacy Breach by Exploiting postMessage in HTML5: Identification Evaluation and Countermeasure,"Chong Guan, Kun Sun, Zhan Wang, WenTao Zhu",https://dl.acm.org/doi/pdf/10.1145/2897845.2897901,,,,Chong_Guan_2016.pdf,,
AsiaCCS,2016,Fault Attacks on Efficient Pairing Implementations,"Pierre-Alain Fouque, Chen Qian",https://dl.acm.org/doi/pdf/10.1145/2897845.2897907,,,,Pierre-Alain_Fouque_2016.pdf,,
AsiaCCS,2016,Model-based Security Testing: An Empirical Study on OAuth 2.0 Implementations,"Ronghai Yang, Guanchen Li, Wing Cheong Lau, Kehuan Zhang, Pili Hu",https://dl.acm.org/doi/pdf/10.1145/2897845.2897874,,,,Ronghai_Yang_2016.pdf,,
AsiaCCS,2016,Discovering Malicious Domains through Passive DNS Data Graph Analysis,"Issa Khalil, Ting Yu, Bei Guan",https://dl.acm.org/doi/pdf/10.1145/2897845.2897877,,,,Issa_Khalil_2016.pdf,,
AsiaCCS,2016,Half-Baked Cookies: Hardening Cookie-Based Authentication for the Modern Web,"Yogesh Mundada, Nick Feamster, Balachander Krishnamurthy",https://dl.acm.org/doi/pdf/10.1145/2897845.2897889,,,,Yogesh_Mundada_2016.pdf,,
AsiaCCS,2016,Attestation Transparency: Building secure Internet services for legacy clients,"Jethro G. Beekman, John L. Manferdelli, David Wagner",https://dl.acm.org/doi/pdf/10.1145/2897845.2897895,,,,Jethro_Beekman_2016.pdf,,
AsiaCCS,2016,CICADAS: Congesting the Internet with Coordinated and Decentralized Pulsating Attacks,"Yu-Ming Ke, Chih-Wei Chen, Hsu-Chun Hsiao, Adrian Perrig, Vyas Sekar",https://dl.acm.org/doi/pdf/10.1145/2897845.2897866,,,,Yu-Ming_Ke_2016.pdf,,
AsiaCCS,2016,CDRep: Automatic Repair of Cryptographic Misuses in Android Applications,"Siqi Ma, David Lo, Teng Li, Robert H. Deng",https://dl.acm.org/doi/pdf/10.1145/2897845.2897896,,,,Siqi_Ma_2016.pdf,,
AsiaCCS,2016,MobiPot: Understanding Mobile Telephony Threats with Honeycards,"Marco Balduzzi, Payas Gupta, Lion Gu, Debin Gao, Mustaque Ahamad",https://dl.acm.org/doi/pdf/10.1145/2897845.2897890,,,,Marco_Balduzzi_2016.pdf,,
AsiaCCS,2016,Checking Intent-based Communication in Android with Intent Space Analysis,"Yiming Jing, Gail-Joon Ahn, Adam DoupÃ©, Jeong Hyun Yi",https://dl.acm.org/doi/pdf/10.1145/2897845.2897904,,,,Yiming_Jing_2016.pdf,,
AsiaCCS,2016,revDroid: Code Analysis of the Side Effects after Dynamic Permission Revocation of Android Apps,"Zheran Fang, Weili Han, Dong Li, Zeqing Guo, Danhao Guo, Xiaoyang Sean Wang, Zhiyun Qian, Hao Chen",https://dl.acm.org/doi/pdf/10.1145/2897845.2897914,,,,Zheran_Fang_2016.pdf,,
AsiaCCS,2016,Attacks and Defence on Android Free Floating Windows,"Lingyun Ying, Yao Cheng, Yemian Lu, Yacong Gu, Purui Su, Dengguo Feng",https://dl.acm.org/doi/pdf/10.1145/2897845.2897897,,,,Lingyun_Ying_2016.pdf,,
AsiaCCS,2016,MAXS: Scaling Malware Execution with Sequential Multi-Hypothesis Testing,"Phani Vadrevu, Roberto Perdisci",https://dl.acm.org/doi/pdf/10.1145/2897845.2897873,,,,Phani_Vadrevu_2016.pdf,,
AsiaCCS,2016,Real-Time Detection of Malware Downloads via Large-Scale URL->File->Machine Graph Mining,"Babak Rahbarinia, Marco Balduzzi, Roberto Perdisci",https://dl.acm.org/doi/pdf/10.1145/2897845.2897918,,,,Babak_Rahbarinia_2016.pdf,,
AsiaCCS,2016,Smartwatch-Based Keystroke Inference Attacks and Context-Aware Protection Mechanisms,"Anindya Maiti, Oscar Armbruster, Murtuza Jadliwala, Jibo He",https://dl.acm.org/doi/pdf/10.1145/2897845.2897905,,,,Anindya_Maiti_2016.pdf,,
AsiaCCS,2016,Leakage Fingerprints: A Non-negligible Vulnerability in Side-Channel Analysis,"Zeyi Liu, Neng Gao, Chenyang Tu, Jian Zhou, Yuan Ma, Yuan Zhao",https://dl.acm.org/doi/pdf/10.1145/2897845.2897868,,,,Zeyi_Liu_2016.pdf,,
AsiaCCS,2016,Error Tolerance based Single Interesting Point Side Channel CPA Distinguisher,"Changhai Ou, Zhu Wang, Juan Ai, Xinping Zhou, Degang Sun, Victor DeBrunner",https://dl.acm.org/doi/pdf/10.1145/2897845.2897902,,,,Changhai_Ou_2016.pdf,,
AsiaCCS,2016,Privacy and Utility of Inference Control Mechanisms for Social Computing Applications,"Seyed Hossein Ahmadinejad, Philip W.L. Fong, Reihaneh Safavi-Naini",https://dl.acm.org/doi/pdf/10.1145/2897845.2897878,,,,Seyed Hossein_Ahmadinejad_2016.pdf,,
AsiaCCS,2016,Privacy Preserving Disease Treatment & Complication Prediction System (PDTCPS),"Qinghan Xue, Mooi Choo Chuah, Yingying Chen",https://dl.acm.org/doi/pdf/10.1145/2897845.2897893,,,,Qinghan_Xue_2016.pdf,,
AsiaCCS,2016,Data Exfiltration in the Face of CSP,"Steven Van Acker, Daniel Hausknecht, Andrei Sabelfeld",https://dl.acm.org/doi/pdf/10.1145/2897845.2897899,,,,Steven_Van Acker_2016.pdf,,
AsiaCCS,2016,StemJail: Dynamic Role Compartmentalization,"MickaÃ«l SalaÃ¼n, Marion Daubignard, HervÃ© Debar",https://dl.acm.org/doi/pdf/10.1145/2897845.2897912,https://github.com/stemjail/stemjail/blob/master/tools/bench.sh,200,,Mickaal_salaaan_2016.pdf,,
AsiaCCS,2016,SkypeLine: Robust Hidden Data Transmission for VoIP,"Katharina Kohls, Thorsten Holz, Dorothea Kolossa, Christina PÃ¶pper",https://dl.acm.org/doi/pdf/10.1145/2897845.2897913,,,,Katharina_Kohls_2016.pdf,,
AsiaCCS,2016,Generic Construction of Publicly Verifiable Predicate Encryption,"Chuting Tan, Zoe L. Jiang, Xuan Wang, S.M. Yiu, Junbin Fang, Jin Li, Yabin Jin, Jiajun Huang",https://dl.acm.org/doi/pdf/10.1145/2897845.2897919,,,,Chuting_Tan_2016.pdf,,
AsiaCCS,2016,Novel Constructions of Cramer-Shoup Like Cryptosystems Based on Index Exchangeable Family,"Jing Li, Licheng Wang, Zonghua Zhang, Xinxin Niu",https://dl.acm.org/doi/pdf/10.1145/2897845.2897920,,,,Jing_Li_2016.pdf,,
AsiaCCS,2016,Efficient Construction of Completely Non-Malleable CCA Secure Public Key Encryption,"Shi-Feng Sun, Dawu Gu, Joseph K. Liu, Udaya Parampalli, Tsz Hon Yuen",https://dl.acm.org/doi/pdf/10.1145/2897845.2897921,,,,Shi-Feng_Sun_2016.pdf,,
AsiaCCS,2016,(Deterministic) Hierarchical Identity-based Encryption from Learning with Rounding over Small Modulus,"Fuyang Fang, Bao Li, Xianhui Lu, Yamin Liu, Dingding Jia, Haiyang Xue",https://dl.acm.org/doi/pdf/10.1145/2897845.2897922,,,,Fuyang_Fang_2016.pdf,,
AsiaCCS,2016,Generally Hybrid Proxy Re-Encryption: A Secure Data Sharing among Cryptographic Clouds,"Peng Xu, Jun Xu, Wei Wang, Hai Jin, Willy Susilo, Deqing Zou",https://dl.acm.org/doi/pdf/10.1145/2897845.2897923,,,,Peng_Xu_2016.pdf,,
AsiaCCS,2016,RamCrypt: Kernel-based Address Space Encryption for User-mode Processes,"Johannes GÃ¶tzfried, Tilo MÃ¼ller, Gabor Drescher, Stefan NÃ¼rnberger, Michael Backes",https://dl.acm.org/doi/pdf/10.1145/2897845.2897924,https://www1.cs.fau.de/ramcrypt,200,,Johannes_Gartzfried_2016.pdf,,
AsiaCCS,2016,Your Credentials Are Compromised Do Not Panic: You Can Be Well Protected Do Not Panic: You Can Be Well Protected,"Issa Khalil, Zuochao Dou, Abdallah Khreishah",https://dl.acm.org/doi/pdf/10.1145/2897845.2897925,,,,Issa_Khalil_2016.pdf,,
AsiaCCS,2016,Inside Attack Filtering for Robust Sensor Localization,"Jongho Won, Elisa Bertino",https://dl.acm.org/doi/pdf/10.1145/2897845.2897926,,,,Jongho_Won_2016.pdf,,
AsiaCCS,2017,Hardware Trojans and Other Threats against Embedded Systems,Christof Paar,https://dl.acm.org/doi/pdf/10.1145/3052973.3053885,,,,Christof_Paar_2017.pdf,,
AsiaCCS,2017,Advanced Security Research in the Era of the Internet of Things,Gregory Akers,https://dl.acm.org/doi/pdf/10.1145/3052973.3053887,,,,Gregory_Akers_2017.pdf,,
AsiaCCS,2017,"CoverUp: Privacy Through ""Forced"" Participation in Anonymous Communication Networks","David Sommer,Aritra Dhar,Luka Malisa,Esfandiar Mohammadi,Daniel Ronzani,Srdjan Capkun",https://dl.acm.org/doi/pdf/10.1145/3052973.3056126,,,,David_Sommer_2017.pdf,,
AsiaCCS,2017,Control-Flow Hijacking: Are We Making Progress?,Mathias Payer,https://dl.acm.org/doi/pdf/10.1145/3052973.3056127,,,,Mathias_Payer_2017.pdf,,
AsiaCCS,2017,Security in Personal Genomics: Lest We Forget,Gene Tsudik,https://dl.acm.org/doi/pdf/10.1145/3052973.3056128,,,,Gene_Tsudik_2017.pdf,,
AsiaCCS,2017,The Case for System Command Encryption,"Marc Beunardeau,Aisling Connolly,Remi Geraud,David Naccache",https://dl.acm.org/doi/pdf/10.1145/3052973.3056129,,,,Marc_Beunardeau_2017.pdf,,
AsiaCCS,2017,Detecting Privileged Side-Channel Attacks in Shielded Execution with Déjà Vu,"Sanchuan Chen,Xiaokuan Zhang,Michael K. Reiter,Yinqian Zhang",https://dl.acm.org/doi/pdf/10.1145/3052973.3053007,,,,Sanchuan_Chen_2017.pdf,,
AsiaCCS,2017,SGX-Log: Securing System Logs With SGX,"Vishal Karande,Erick Bauman,Zhiqiang Lin,Latifur Khan",https://dl.acm.org/doi/pdf/10.1145/3052973.3053034,,,,Vishal_Karande_2017.pdf,,
AsiaCCS,2017,The Circle Game: Scalable Private Membership Test Using Trusted Hardware,"Sandeep Tamrakar,Jian Liu,Andrew Paverd,Jan-Erik Ekberg,Benny Pinkas,N. Asokan",https://dl.acm.org/doi/pdf/10.1145/3052973.3053006,,,,Sandeep_Tamrakar_2017.pdf,,
AsiaCCS,2017,To Update or Not to Update: Insights From a Two-Year Study of Android App Evolution,"Vincent F. Taylor,Ivan Martinovic",https://dl.acm.org/doi/pdf/10.1145/3052973.3052990,,,,Vincent_Taylor_2017.pdf,,
AsiaCCS,2017,Toward Detecting Collusive Ranking Manipulation Attackers in Mobile App Markets,"Hao Chen,Daojing He,Sencun Zhu,Jingshun Yang",https://dl.acm.org/doi/pdf/10.1145/3052973.3053022,,,,Hao_Chen_2017.pdf,,
AsiaCCS,2017,Collusive Data Leak and More: Large-scale Threat Analysis of Inter-app Communications,"Amiangshu Bosu,Fang Liu,Danfeng (Daphne) Yao,Gang Wang",https://dl.acm.org/doi/pdf/10.1145/3052973.3053004,,,,Amiangshu_Bosu_2017.pdf,,
AsiaCCS,2017,Lightweight Swarm Attestation: A Tale of Two LISA-s,"Xavier Carpent,Karim ElDefrawy,Norrathep Rattanavipanon,Gene Tsudik",https://dl.acm.org/doi/pdf/10.1145/3052973.3053010,,,,Xavier_Carpent_2017.pdf,,
AsiaCCS,2017,Model-based Attack Detection Scheme for Smart Water Distribution Networks,"Chuadhry Mujeeb Ahmed,Carlos Murguia,Justin Ruths",https://dl.acm.org/doi/pdf/10.1145/3052973.3053011,,,,Chuadhry_Ahmed_2017.pdf,,
AsiaCCS,2017,Towards Formal Security Analysis of Industrial Control Systems,"Marco Rocchetto,Nils Ole Tippenhauer",https://dl.acm.org/doi/pdf/10.1145/3052973.3053024,,,,Marco_Rocchetto_2017.pdf,,
AsiaCCS,2017,Memory Safety for Embedded Devices with nesCheck,"Daniele Midi,Mathias Payer,Elisa Bertino",https://dl.acm.org/doi/pdf/10.1145/3052973.3053014,https://github.com/HexHive/nesCheck,200,,Daniele_Midi_2017.pdf,,
AsiaCCS,2017,Strict Virtual Call Integrity Checking for C++ Binaries,"Mohamed Elsabagh,Dan Fleck,Angelos Stavrou",https://dl.acm.org/doi/pdf/10.1145/3052973.3052976,,,,Mohamed_Elsabagh_2017.pdf,,
AsiaCCS,2017,"BinSequence: Fast, Accurate and Scalable Binary Code Reuse Detection","He Huang,Amr M. Youssef,Mourad Debbabi",https://dl.acm.org/doi/pdf/10.1145/3052973.3052974,,,,He_Huang_2017.pdf,,
AsiaCCS,2017,PrivWatcher: Non-bypassable Monitoring and Protection of Process Credentials from Memory Corruption Attacks,"Quan Chen,Ahmed M. Azab,Guruprasad Ganesh,Peng Ning",https://dl.acm.org/doi/pdf/10.1145/3052973.3053029,,,,Quan_Chen_2017.pdf,,
AsiaCCS,2017,Breaking Ad-hoc Runtime Integrity Protection Mechanisms in Android Financial Apps,"Taehun Kim,Hyeonmin Ha,Seoyoon Choi,Jaeyeon Jung,Byung-Gon Chun",https://dl.acm.org/doi/pdf/10.1145/3052973.3053018,,,,Taehun_Kim_2017.pdf,,
AsiaCCS,2017,DataShield: Configurable Data Confidentiality and Integrity,"Scott A. Carr,Mathias Payer",https://dl.acm.org/doi/pdf/10.1145/3052973.3052983,,,,Scott_Carr_2017.pdf,,
AsiaCCS,2017,Functional Encryption with Oblivious Helper,"Pierre-Alain Dupont,David Pointcheval",https://dl.acm.org/doi/pdf/10.1145/3052973.3052996,,,,Pierre_Dupont_2017.pdf,,
AsiaCCS,2017,Mis-operation Resistant Searchable Homomorphic Encryption,"Keita Emura,Takuya Hayashi,Noboru Kunihiro,Jun Sakuma",https://dl.acm.org/doi/pdf/10.1145/3052973.3053015,,,,Keita_Emura_2017.pdf,,
AsiaCCS,2017,A Ciphertext-Policy Attribute-based Encryption Scheme With Optimized Ciphertext Size And Fast Decryption,"Qutaibah M. Malluhi,Abdullatif Shikfa,Viet Cuong Trinh",https://dl.acm.org/doi/pdf/10.1145/3052973.3052987,,,,Qutaibah_Malluhi_2017.pdf,,
AsiaCCS,2017,On the Robustness of RSA-OAEP Encryption and RSA-PSS Signatures Against (Malicious) Randomness Failures,"Jacob C.N. Schuldt,Kazumasa Shinagawa",https://dl.acm.org/doi/pdf/10.1145/3052973.3053040,,,,Jacob_Schuldt_2017.pdf,,
AsiaCCS,2017,DoS Attacks on Your Memory in Cloud,"Tianwei Zhang,Yinqian Zhang,Ruby B. Lee",https://dl.acm.org/doi/pdf/10.1145/3052973.3052978,,,,Tianwei_Zhang_2017.pdf,,
AsiaCCS,2017,Side Channels in Deduplication: Trade-offs between Leakage and Efficiency,"Frederik Armknecht,Colin Boyd,Gareth T. Davies,Kristian Gjøsteen,Mohsen Toorani",https://dl.acm.org/doi/pdf/10.1145/3052973.3053019,,,,Frederik_Armknecht_2017.pdf,,
AsiaCCS,2017,Sharing Proofs of Retrievability across Tenants,"Frederik Armknecht,Jens-Matthias Bohli,David Froelicher,Ghassan Karame",https://dl.acm.org/doi/pdf/10.1145/3052973.3052997,,,,David_Froelicher_2017.pdf,,
AsiaCCS,2017,Cache-Based Application Detection in the Cloud Using Machine Learning,"Berk Gulmezoglu,Thomas Eisenbarth,Berk Sunar",https://dl.acm.org/doi/pdf/10.1145/3052973.3053036,,,,Berk_Gulmezoglu_2017.pdf,,
AsiaCCS,2017,VTBPEKE: Verifier-based Two-Basis Password Exponential Key Exchange,"David Pointcheval,Guilin Wang",https://dl.acm.org/doi/pdf/10.1145/3052973.3053026,,,,David_Pointcheval_2017.pdf,,
AsiaCCS,2017,Boosting the Guessing Attack Performance on Android Lock Patterns with Smudge Attacks,"Seunghun Cha,Sungsu Kwag,Hyoungshick Kim,Jun Ho Huh",https://dl.acm.org/doi/pdf/10.1145/3052973.3052989,,,,Seunghun_Cha_2017.pdf,,
AsiaCCS,2017,What You See is Not What You Get: Leakage-Resilient Password Entry Schemes for Smart Glasses,"Yan Li,Yao Cheng,Yingjiu Li,Robert H. Deng",https://dl.acm.org/doi/pdf/10.1145/3052973.3053042,,,,Yan_Li_2017.pdf,,
AsiaCCS,2017,Pinpointing Vulnerabilities,"Yue Chen,Mustakimur Khandaker,Zhi Wang",https://dl.acm.org/doi/pdf/10.1145/3052973.3053033,,,,Yue_Chen_2017.pdf,,
AsiaCCS,2017,Extracting Conditional Formulas for Cross-Platform Bug Search,"Qian Feng,Minghua Wang,Mu Zhang,Rundong Zhou,Andrew Henderson,Heng Yin",https://dl.acm.org/doi/pdf/10.1145/3052973.3052995,,,,Qian_Feng_2017.pdf,,
AsiaCCS,2017,Discovering Logical Vulnerabilities in the Wi-Fi Handshake Using Model-Based Testing,"Mathy Vanhoef,Domien Schepers,Frank Piessens",https://dl.acm.org/doi/pdf/10.1145/3052973.3053008,,,,Mathy_Vanhoef_2017.pdf,,
AsiaCCS,2017,"Understanding Human-Chosen PINs: Characteristics, Distribution and Security","Ding Wang,Qianchen Gu,Xinyi Huang,Ping Wang",https://dl.acm.org/doi/pdf/10.1145/3052973.3053031,,,,Ding_Wang_2017.pdf,,
AsiaCCS,2017,Evaluating Behavioral Biometrics for Continuous Authentication: Challenges and Metrics,"Simon Eberz,Kasper B. Rasmussen,Vincent Lenders,Ivan Martinovic",https://dl.acm.org/doi/pdf/10.1145/3052973.3053032,,,,Simon_Eberz_2017.pdf,,
AsiaCCS,2017,Pass-O: A Proposal to Improve the Security of Pattern Unlock Scheme,"Harshal Tupsamudre,Vijayanand Banahatti,Sachin Lodha,Ketan Vyas",https://dl.acm.org/doi/pdf/10.1145/3052973.3053041,,,,Harshal_Tupsamudre_2017.pdf,,
AsiaCCS,2017,Proofs of Data Residency: Checking whether Your Cloud Files Have Been Relocated,"Hung Dang,Erick Purwanto,Ee-Chien Chang",https://dl.acm.org/doi/pdf/10.1145/3052973.3053016,,,,hung_dang_2017.pdf,,
AsiaCCS,2017,EncKV: An Encrypted Key-value Store with Rich Queries,"Xingliang Yuan,Yu Guo,Xinyu Wang,Cong Wang,Baochun Li,Xiaohua Jia",https://dl.acm.org/doi/pdf/10.1145/3052973.3052977,,,,Xingliang_Yuan_2017.pdf,,
AsiaCCS,2017,MoPS: A Modular Protection Scheme for Long-Term Storage,"Christian Weinert,Denise Demirel,Martín Vigil,Matthias Geihs,Johannes Buchmann",https://dl.acm.org/doi/pdf/10.1145/3052973.3053025,,,,Christian_Weinert_2017.pdf,,
AsiaCCS,2017,Updatable Block-Level Message-Locked Encryption,"Yongjun Zhao,Sherman S.M. Chow",https://dl.acm.org/doi/pdf/10.1145/3052973.3053012,,,,Yongjun_Zhao_2017.pdf,,
AsiaCCS,2017,"LINCOS: A Storage System Providing Long-Term Integrity, Authenticity, and Confidentiality","Johannes Braun,Johannes Buchmann,Denise Demirel,Matthias Geihs,Mikio Fujiwara,Shiho Moriai,Masahide Sasaki,Atsushi Waseda",https://dl.acm.org/doi/pdf/10.1145/3052973.3053043,,,,Johannes_Braun_2017.pdf,,
AsiaCCS,2017,Scaling and Effectiveness of Email Masquerade Attacks: Exploiting Natural Language Generation,"Shahryar Baki,Rakesh Verma,Arjun Mukherjee,Omprakash Gnawali",https://dl.acm.org/doi/pdf/10.1145/3052973.3053037,,,,Shahryar_Baki_2017.pdf,,
AsiaCCS,2017,On the Detection of Kernel-Level Rootkits Using Hardware Performance Counters,"Baljit Singh,Dmitry Evtyushkin,Jesse Elwell,Ryan Riley,Iliano Cervesato",https://dl.acm.org/doi/pdf/10.1145/3052973.3052999,,,,Baljit_Singh_2017.pdf,,
AsiaCCS,2017,Gossip: Automatically Identifying Malicious Domains from Mailing List Discussions,"Cheng Huang,Shuang Hao,Luca Invernizzi,Jiayong Liu,Yong Fang,Christopher Kruegel,Giovanni Vigna",https://dl.acm.org/doi/pdf/10.1145/3052973.3053017,,,,Cheng_Huang_2017.pdf,,
AsiaCCS,2017,Practical Black-Box Attacks against Machine Learning,"Nicolas Papernot,Patrick McDaniel,Ian Goodfellow,Somesh Jha,Z. Berkay Celik,Ananthram Swami",https://dl.acm.org/doi/pdf/10.1145/3052973.3053009,,,,Nicolas_Papernot_2017.pdf,,
AsiaCCS,2017,Secure Wallet-Assisted Offline Bitcoin Payments with Double-Spender Revocation,"Alexandra Dmitrienko,David Noack,Moti Yung",https://dl.acm.org/doi/pdf/10.1145/3052973.3052980,,,,Alexandra_Dmitrienko_2017.pdf,,
AsiaCCS,2017,Privacy-preserving and Optimal Interval Release for Disease Susceptibility,"Kosuke Kusano,Ichiro Takeuchi,Jun Sakuma",https://dl.acm.org/doi/pdf/10.1145/3052973.3053021,,,,Kosuke_Kusano_2017.pdf,,
AsiaCCS,2017,Towards Extending Noiseless Privacy: Dependent Data and More Practical Approach,"Krzysztof Grining,Marek Klonowski",https://dl.acm.org/doi/pdf/10.1145/3052973.3052992,,,,Krzysztof_Grining_2017.pdf,,
AsiaCCS,2017,BlindIDS: Market-Compliant and Privacy-Friendly Intrusion Detection System over Encrypted Traffic,"Sébastien Canard,Aïda Diop,Nizar Kheir,Marie Paindavoine,Mohamed Sabt",https://dl.acm.org/doi/pdf/10.1145/3052973.3053013,,,,Sébastien_Canard_2017.pdf,,
AsiaCCS,2017,The Role of Hosting Providers in Fighting Command and Control Infrastructure of Financial Malware,"Samaneh Tajalizadehkhoob,Carlos Gañán,Arman Noroozian,Michel van Eeten",https://dl.acm.org/doi/pdf/10.1145/3052973.3053023,,,,Samaneh_Tajalizadehkhoob_2017.pdf,,
