Conference,Year,Title,Authors,PDF Link,File name,Code,Data,status_code,Comments,Assigned To
ACSAC,2015,Is Bigger Better? Comparing User-Generated Passwords on 3x3 vs. 4x4 Grid Sizes for Android's Pattern Unlock,"Aviv, Adam J., Budzitowski, Devon, Kuber, Ravi",https://dl.acm.org/doi/pdf/10.1145/2818000.2818014,adam_aviv_2015,,,,,
ACSAC,2015,ErsatzPasswords: Ending Password Cracking and Detecting Password Leakage,"Almeshekah, Mohammed H., Gutierrez, Christopher N., Atallah, Mikhail J., Spafford, Eugene H.",https://dl.acm.org/doi/pdf/10.1145/2818000.2818015,mohammed_almeshekah_2015,https://github.com/cngutierr/ErsatzPassword,,200,,
ACSAC,2015,PARS: A Uniform and Open-source Password Analysis and Research System,"Ji, Shouling, Yang, Shukun, Wang, Ting, Liu, Changchang, Lee, Wei-Han, Beyah, Raheem",https://dl.acm.org/doi/pdf/10.1145/2818000.2818018,shouling_ji_2015,,,,,
ACSAC,2015,Binary Code Continent: Finer-Grained Control Flow Integrity for Stripped Binaries,"Wang, Minghua, Yin, Heng, Bhaskar, Abhishek Vasisht, Su, Purui, Feng, Dengguo",https://dl.acm.org/doi/pdf/10.1145/2818000.2818017,minghua_wang_2015,,,,,
ACSAC,2015,ShrinkWrap: VTable Protection without Loose Ends,"Haller, Istvan, G�kta �Enes, Athanasopoulos, Elias, Portokalidis, Georgios, Bos, Herbert",https://dl.acm.org/doi/pdf/10.1145/2818000.2818025,istvan_haller_2015,,,,,
ACSAC,2015,DynaGuard: Armoring Canary-based Protections against Brute-force Attacks,"Petsios, Theofilos, Kemerlis, Vasileios P., Polychronakis, Michalis, Keromytis, Angelos D.",https://dl.acm.org/doi/pdf/10.1145/2818000.2818031,theofilos_petsios_2015,https://github.com/nettrino/dynaguard,,200,,
ACSAC,2015,Towards Analyzing the Input Validation Vulnerabilities associated with Android System Services,"Cao, Chen, Gao, Neng, Liu, Peng, Xiang, Ji",https://dl.acm.org/doi/pdf/10.1145/2818000.2818033,chen_cao_2015,,,,,
ACSAC,2015,MorphDroid: Fine-grained Privacy Verification,"Ferrara, Pietro, Tripp, Omer, Pistoia, Marco",https://dl.acm.org/doi/pdf/10.1145/2818000.2818037,pietro_ferrara_2015,,,,,
ACSAC,2015,MobiPluto: File System Friendly Deniable Storage for Mobile Devices,"Chang, Bing, Wang, Zhan, Chen, Bo, Zhang, Fengwei",https://dl.acm.org/doi/pdf/10.1145/2818000.2818046,bing_chang_2015,https://github.com/fengweiz/MobiPluto,,200,,
ACSAC,2015,Analyzing and Modeling Longitudinal Security Data: Promise and Pitfalls,"Edwards, Benjamin, Hofmeyr, Steven, Forrest, Stephanie, van Eeten, Michel",https://dl.acm.org/doi/pdf/10.1145/2818000.2818010,benjamin_edwards_2015,,,,,
ACSAC,2015,"Accurate, Low Cost and Instrumentation-Free Security Audit Logging for Windows","Ma, Shiqing, Lee, Kyu Hyung, Kim, Chung Hwan, Rhee, Junghwan, Zhang, Xiangyu, Xu, Dongyan",https://dl.acm.org/doi/pdf/10.1145/2818000.2818039,shiqing_ma_2015,,,,,
ACSAC,2015,SeSQLite: Security Enhanced SQLite: Mandatory Access Control for Android databases,"Mutti, Simone, Bacis, Enrico, Paraboschi, Stefano",https://dl.acm.org/doi/pdf/10.1145/2818000.2818041,simone_mutti_02015,https://github.com/unibg-seclab/sesqlite,,200,,
ACSAC,2015,Combining Differential Privacy and Secure Multiparty Computation,"Pettai, Martin, Laud, Peeter",https://dl.acm.org/doi/pdf/10.1145/2818000.2818027,martin_pettai_2015,,,,,
ACSAC,2015,Secure and Efficient Key Derivation in Portfolio Authentication Schemes Using Blakley Secret Sharing,"Mayer, Peter, Volkamer, Melanie",https://dl.acm.org/doi/pdf/10.1145/2818000.2818043,peter_mayer_2015,https://github.com/SecUSo/t-n-threshold-verification,,200,,
ACSAC,2015,Getting to know your Card: Reverse-Engineering the Smart-Card Application Protocol Data Unit,"Gkaniatsou, Andriana, McNeill, Fiona, Bundy, Alan, Steel, Graham, Focardi, Riccardo, Bozzato, Claudio",https://dl.acm.org/doi/pdf/10.1145/2818000.2818020,andriana_gkaniatsou_2015,,,,,
ACSAC,2015,Logical Partitions on Many-Core Platforms,"Masti, Ramya Jayaram, Marforio, Claudio, Kostiainen, Kari, Soriente, Claudio, Capkun, Srdjan",https://dl.acm.org/doi/pdf/10.1145/2818000.2818026,ramya_masti_2015,,,,,
ACSAC,2015,Hardware-assisted Memory Tracing on New SoCs Embedding FPGA Fabrics,"Li, Letitia W., Duc, Guillaume, Pacalet, Renaud",https://dl.acm.org/doi/pdf/10.1145/2818000.2818030,letitia_li_2015,,,200,,
ACSAC,2016,Formal security analysis of smart embedded systems,"Farid Molazem Tabrizi, Karthik Pattabiraman",https://dl.acm.org/doi/pdf/10.1145/2991079.2991085,Farid_Tabrizi_2016.pdf,https://ece.ubc.ca/faridm/acsac16,,404,,
ACSAC,2016,An ultra-lightweight white-box encryption scheme for securing resource-constrained IoT devices,"Yang Shi, Wujing Wei, Zongjian He, Hongfei Fan",https://dl.acm.org/doi/pdf/10.1145/2991079.2991086,Yang_Shi_2016.pdf,,,,,
ACSAC,2016,A multi-cloud based privacy-preserving data publishing scheme for the internet of things,"Lei Yang, Abdulmalik Humayed, Fengjun Li",https://dl.acm.org/doi/pdf/10.1145/2991079.2991127,Lei_Yang_2016.pdf,,,,,
ACSAC,2016,ELAR: extremely lightweight auditing and repairing for cloud security,"Tran Phuong Thao, Kazumasa Omote",https://dl.acm.org/doi/pdf/10.1145/2991079.2991082,Tran_Thao_2016.pdf,,,,,
ACSAC,2016,Pileus: protecting user resources from vulnerable cloud services,"Yuqiong Sun, Giuseppe Petracca, Xinyang Ge, Trent Jaeger",https://dl.acm.org/doi/pdf/10.1145/2991079.2991109,Yuqiong_Sun_2016.pdf,,,,,
ACSAC,2016,Bootstrapping and maintaining trust in the cloud,"Nabil Schear, Patrick T. Cable, Thomas M. Moyer, Bryan Richard, Robert Rudd",https://dl.acm.org/doi/pdf/10.1145/2991079.2991104,Nabil_Schear_2016.pdf,,,,,
ACSAC,2016,Decomposition of MAC address structure for granular device inference,"Jeremy Martin, Erik Rye, Robert Beverly",https://dl.acm.org/doi/pdf/10.1145/2991079.2991098,Jeremy_Martin_2016.pdf,,,,,
ACSAC,2016,Timing-based reconnaissance and defense in software-defined networks,"John Sonchack, Anurag Dubey, Adam J. Aviv, Jonathan M. Smith, Eric Keller",https://dl.acm.org/doi/pdf/10.1145/2991079.2991081,John_Sonchack_2016.pdf,,,,,
ACSAC,2016,RevProbe: detecting silent reverse proxies in malicious server infrastructures,"Antonio Nappa, Rana Faisal Munir, Irfan Khan Tanoli, Christian Kreibich, Juan Caballero",https://dl.acm.org/doi/pdf/10.1145/2991079.2991093,Antonio_Nappa_2016.pdf,,,,,
ACSAC,2016,Life-experience passwords (LEPs),"Simon Woo, Elsi Kaiser, Ron Artstein, Jelena Mirkovic",https://dl.acm.org/doi/pdf/10.1145/2991079.2991107,Simon_Woo_2016.pdf,http://leps.isi.edu/demo,,-1,,
ACSAC,2016,Using image saliency and regions of interest to encourage stronger graphical passwords,"Mohammad N. Alshehri, Heather Crawford",https://dl.acm.org/doi/pdf/10.1145/2991079.2991108,Mohammad_Alshehri_2016.pdf,,,,,
ACSAC,2016,CPAC: securing critical infrastructure with cyber-physical access control,"Sriharsha Etigowni, Dave (Jing) Tian, Grant Hernandez, Saman Zonouz, Kevin Butler",https://dl.acm.org/doi/pdf/10.1145/2991079.2991126,Sriharsha_Etigowni_2016.pdf,,,,,
ACSAC,2016,Catching predators at watering holes: finding and understanding strategically compromised websites,"Sumayah Alrwais, Kan Yuan, Eihal Alowaisheq, Xiaojing Liao, Alina Oprea, XiaoFeng Wang, Zhou Li",https://dl.acm.org/doi/pdf/10.1145/2991079.2991112,Sumayah_Alrwais_2016.pdf,,,,,
ACSAC,2016,The Achilles heel of OAuth: a multi-platform study of OAuth-based authentication,"Hui Wang, Yuanyuan Zhang, Juanru Li, Dawu Gu",https://dl.acm.org/doi/pdf/10.1145/2991079.2991105,Hui_Wang_2016.pdf,,,,,
ACSAC,2016,Adaptive encrypted traffic fingerprinting with bi-directional dependence,"Khaled Al-Naami, Swarup Chandra, Ahmad Mustafa, Latifur Khan, Zhiqiang Lin, Kevin Hamlen, Bhavani Thuraisingham",https://dl.acm.org/doi/pdf/10.1145/2991079.2991123,Khaled_Al-Naami_2016.pdf,,,,,
ACSAC,2016,Code obfuscation against symbolic execution attacks,"Sebastian Banescu, Christian Collberg, Vijay Ganesh, Zack Newsham, Alexander Pretschner",https://dl.acm.org/doi/pdf/10.1145/2991079.2991114,Sebastian_Banescu_2016.pdf,,,,,
ACSAC,2016,VulPecker: an automated vulnerability detection system based on code similarity analysis,"Zhen Li, Deqing Zou, Shouhuai Xu, Hai Jin, Hanchao Qi, Jie Hu",https://dl.acm.org/doi/pdf/10.1145/2991079.2991102,Zhen_Li_2016.pdf,https://github.com/vulpecker/Vulpecker,,200,,
ACSAC,2016,EvilCoder: automated bug insertion,"Jannik Pewny, Thorsten Holz",https://dl.acm.org/doi/pdf/10.1145/2991079.2991103,Jannik_Pewny_2016.pdf,,,,,
ACSAC,2016,On the (in)security of the latest generation implantable cardiac defibrillators and how to secure them,"Marin, Eduard and Singel\'{e}e, Dave and Garcia, Flavio D. and Chothia, Tom and Willems, Rik and Preneel, Bart",https://dl.acm.org/doi/pdf/10.1145/2991079.2991094,Eduard_Marin_2016.pdf,,,,,
ACSAC,2016,Multi-receiver GPS spoofing detection: error models and realization,"Jansen, Kai and Tippenhauer, Nils Ole and Popper, Christina",https://dl.acm.org/doi/pdf/10.1145/2991079.2991092,Kai_Jansen_2016.pdf,,,,,
ACSAC,2016,Location-enhanced authentication using the IoT: because you cannot be in two places at once,"Agadakos, Ioannis and Hallgren, Per and Damopoulos, Dimitrios and Sabelfeld, Andrei and Portokalidis, Georgios",https://dl.acm.org/doi/pdf/10.1145/2991079.2991090,Ioannis_Agadakos_2016.pdf,,,,,
ACSAC,2016,Theft-resilient mobile wallets: transparently authenticating NFC users with tapping gesture biometrics,"Shrestha, Babins and Mohamed, Manar and Tamrakar, Sandeep and Saxena, Nitesh",https://dl.acm.org/doi/pdf/10.1145/2991079.2991097,Babins_Shrestha_2016.pdf,,,,,
ACSAC,2016,Gametrics: towards attack-resilient behavioral authentication with simple cognitive games,"Manar Mohamed, Nitesh Saxena",https://dl.acm.org/doi/pdf/10.1145/2991079.2991096,Manar_Mohamed_2016.pdf,,,,,
ACSAC,2016,Device fingerprinting for augmenting web authentication: classification and analysis of methods,"Furkan Alaca, P. C. van Oorschot",https://dl.acm.org/doi/pdf/10.1145/2991079.2991091,Furkan_Alaca_2016.pdf,,,,,
ACSAC,2016,Practical and secure dynamic searchable encryption via oblivious access on distributed data structure,"Thang Hoang, Attila Altay Yavuz, Jorge Guajardo",https://dl.acm.org/doi/pdf/10.1145/2991079.2991088,Thang_Hoang_2016.pdf,https://github.com/thanghoang/DOD-DSSE/,,200,,
ACSAC,2016,CoKey: fast token-based cooperative cryptography,"Julian Horsch, Sascha Wessel, Claudia Eckert",https://dl.acm.org/doi/pdf/10.1145/2991079.2991117,Julian_Horsch_2016.pdf,https://github.com/jumaho/cokey-token-linux,,200,,
ACSAC,2016,The cloudier side of cryptographic end-to-end verifiable voting: a security analysis of Helios,"Nicholas Chang-Fong, Aleksander Essex",https://dl.acm.org/doi/pdf/10.1145/2991079.2991106,Nicholas_Chang-Fong_2016.pdf,,,,,
ACSAC,2016,ShieldFS: a self-healing ransomware-aware filesystem,"Andrea Continella, Alessandro Guagnelli, Giovanni Zingaro, Giulio De Pasquale, Alessandro Barenghi, Stefano Zanero, Federico Maggi",https://dl.acm.org/doi/pdf/10.1145/2991079.2991110,Andrea_Continella_2016.pdf,http://shieldfs.necst.it,,200,,
ACSAC,2016,Cypider: building community-based cyber-defense infrastructure for android malware detection,"ElMouatez Billah Karbab, Mourad Debbabi, Abdelouahid Derhab, Djedjiga Mouheb",https://dl.acm.org/doi/pdf/10.1145/2991079.2991124,ElMouatez_Karbab_2016.pdf,,,,,
ACSAC,2016,Intelligent automated red team emulation,"Andy Applebaum, Doug Miller, Blake Strom, Chris Korban, Ross Wolf",https://dl.acm.org/doi/pdf/10.1145/2991079.2991111,Andy_Applebaum_2016.pdf,,,,,
ACSAC,2016,You can promote but you can't hide: large-scale abused app detection in mobile app stores,"Zhen Xie, Sencun Zhu, Qing Li, Wenjing Wang",https://dl.acm.org/doi/pdf/10.1145/2991079.2991099,Zhen_Xie_2016.pdf,,,,,
ACSAC,2016,Swords and shields: a study of mobile game hacks and existing defenses,"Yuan Tian, Eric Chen, Xiaojun Ma, Shuo Chen, Xiao Wang, Patrick Tague",https://dl.acm.org/doi/pdf/10.1145/2991079.2991119,Yuan_Tian_2016.pdf,,,,,
ACSAC,2016,Understanding and defending the binder attack surface in Android,"Huan Feng, Kang G. Shin",https://dl.acm.org/doi/pdf/10.1145/2991079.2991120,Huan_Feng_2016.pdf,,,,,
ACSAC,2016,Inferring browser activity and status through remote monitoring of storage usage,"Hyungsub Kim, Sangho Lee, Jong Kim",https://dl.acm.org/doi/pdf/10.1145/2991079.2991080,Hyungsub_Kim_2016.pdf,,,,,
ACSAC,2016,Amplifying side channels through performance degradation,"Thomas Allan, Billy Bob Brumley, Katrina Falkner, Joop van de Pol, Yuval Yarom",https://dl.acm.org/doi/pdf/10.1145/2991079.2991084,Thomas_Allan_2016.pdf,,,,,
ACSAC,2016,Efficient adversarial neighbor discovery using logical channels on Microsoft Azure,"Mehmet Sinan İnci, Gorka Irazoqui, Thomas Eisenbarth, Berk Sunar",https://dl.acm.org/doi/pdf/10.1145/2991079.2991113,Mehmet_İnci_2016.pdf,,,,,
ACSAC,2016,VTPin: practical VTable hijacking protection for binaries,"Pawel Sarbinowski, Vasileios P. Kemerlis, Cristiano Giuffrida, Elias Athanasopoulos",https://dl.acm.org/doi/pdf/10.1145/2991079.2991121,Pawel_Sarbinowski_2016.pdf,https://github.com/uberspot/VTPin,,200,,
ACSAC,2016,LMP: light-weighted memory protection with hardware assistance,"Wei Huang, Zhen Huang, Dhaval Miyani, David Lie",https://dl.acm.org/doi/pdf/10.1145/2991079.2991089,Wei_Huang_2016.pdf,,,,,
ACSAC,2016,FASE: functionality-aware security enforcement,"Petar Tsankov, Marco Pistoia, Omer Tripp, Martin Vechev, Pietro Ferrara",https://dl.acm.org/doi/pdf/10.1145/2991079.2991116,Petar_Tsankov_2016.pdf,,,,,
ACSAC,2016,Reliably determining data leakage in the presence of strong attackers,"Riccardo Bortolameotti, Andreas Peter, Maarten H. Everts, Willem Jonker, Pieter Hartel",https://dl.acm.org/doi/pdf/10.1145/2991079.2991095,Riccardo_Bortolameotti_2016.pdf,,,,,
ACSAC,2016,Sanitizing data is not enough! towards sanitizing structural artifacts in flash media,"Bo Chen, Shijie Jia, Luning Xia, Peng Liu",https://dl.acm.org/doi/pdf/10.1145/2991079.2991101,Bo_Chen_2016.pdf,,,,,
ACSAC,2016,Auror: defending against poisoning attacks in collaborative deep learning systems,"Shiqi Shen, Shruti Tople, Prateek Saxena",https://dl.acm.org/doi/pdf/10.1145/2991079.2991125,Shiqi_Shen_2016.pdf,,,,,
ACSAC,2016,A security analysis of automated Chinese Turing tests,"Abdalnaser Algwil, Dan Ciresan, Beibei Liu, Jeff Yan",https://dl.acm.org/doi/pdf/10.1145/2991079.2991083,Abdalnaser_Algwil_2016.pdf,,,,,
ACSAC,2016,The cross domain desktop compositor: using hardware-based video compositing for a multi-level secure user interface,"Mark Beaumont, Jim McCarthy, Toby Murray",https://dl.acm.org/doi/pdf/10.1145/2991079.2991087,Mark_Beaumont_2016.pdf,,,,,
ACSAC,2016,CASTLE: CA signing in a touch-less environment,"Stephanos Matsumoto, Samuel Steffen, Adrian Perrig",https://dl.acm.org/doi/pdf/10.1145/2991079.2991115,Stephanos_Matsumoto_2016.pdf,,,,,
ACSAC,2016,Spicy: a unified deep packet inspection framework for safely dissecting all your data,"Robin Sommer, Johanna Amann, Seth Hall",https://dl.acm.org/doi/pdf/10.1145/2991079.2991100,Robin_Sommer_2016.pdf,,,,,
ACSAC,2016,Trace-free memory data structure forensics via past inference and future speculations,"Pengfei Sun, Rui Han, Mingbo Zhang, Saman Zonouz",https://dl.acm.org/doi/pdf/10.1145/2991079.2991118,Pengfei_Sun_2016.pdf,,,,,
ACSAC,2016,HERCULE: attack story reconstruction via community discovery on correlated log graph,"Kexin Pei, Zhongshu Gu, Brendan Saltaformaggio, Shiqing Ma, Fei Wang, Zhiwei Zhang, Luo Si, Xiangyu Zhang, Dongyan Xu",https://dl.acm.org/doi/pdf/10.1145/2991079.2991122,Kexin_Pei_2016.pdf,,,,,
ACSAC,2017,n-Auth: Mobile Authentication Done Right,"Peeters, Roel and Hermans, Jens and Maene, Pieter and Grenman, Katri and Halunen, Kimmo and Häikiö, Juha",https://dl.acm.org/doi/pdf/10.1145/3134600.3134613,peeters_hermans_2017.pdf,https://www.n-auth.com/dev/,,-1,,
ACSAC,2017,Exploitation and Mitigation of Authentication Schemes Based on Device-Public Information,"Bianchi, Antonio and Gustafson, Eric and Fratantonio, Yanick and Kruegel, Christopher and Vigna, Giovanni",https://dl.acm.org/doi/pdf/10.1145/3134600.3134615,bianchi_gustafson_2017.pdf,https://github.com/ucsb-seclab/android_device_public,,200,,
ACSAC,2017,A Secure Mobile Authentication Alternative to Biometrics,"Azimpourkivi, Mozhgan and Topkara, Umut and Carbunar, Bogdan",https://dl.acm.org/doi/pdf/10.1145/3134600.3134619,azimpourkivi_topkara_2017.pdf,https://github.com/casprlab/ai.lock,,200,,
ACSAC,2017,Machine-Learning-Guided Typestate Analysis for Static Use-After-Free Detection,"Yan, Hua and Sui, Yulei and Chen, Shiping and Xue, Jingling",https://dl.acm.org/doi/pdf/10.1145/3134600.3134620,yan_sui_2017.pdf,,,,,
ACSAC,2017,Breaking and Fixing Destructive Code Read Defenses,"Pewny, Jannik and Koppe, Philipp and Davi, Lucas and Holz, Thorsten",https://dl.acm.org/doi/pdf/10.1145/3134600.3134626,pewny_koppe_2017.pdf,,,,,
ACSAC,2017,QUASAR: Quantitative Attack Space Analysis and Reasoning,"Skowyra, Richard and Gomez, Steven R. and Bigelow, David and Landry, James and Okhravi, Hamed",https://dl.acm.org/doi/pdf/10.1145/3134600.3134633,skowyra_gomez_2017.pdf,https://drive.google.com/open?id=1aLmAwEXR1g3hAJeQwThn6JDpOI6Ff_u_,,404,,
ACSAC,2017,"Kakute: A Precise, Unified Information Flow Analysis System for Big-data Security","Jiang, Jianyu and Zhao, Shixiong and Alsayed, Danish and Wang, Yuexuan and Cui, Heming and Liang, Feng and Gu, Zhaoquan",https://dl.acm.org/doi/pdf/10.1145/3134600.3134607,jiang_zhao_2017.pdf,https://github.com/hku-systems/kakute,,200,,
ACSAC,2017,Marmite: Spreading Malicious File Reputation Through Download Graphs,"Stringhini, Gianluca and Shen, Yun and Han, Yufei and Zhang, Xiangliang",https://dl.acm.org/doi/pdf/10.1145/3134600.3134604,stringhini_shen_2017.pdf,,,,,
ACSAC,2017,TTPDrill: Automatic and Accurate Extraction of Threat Actions from Unstructured Text of CTI Sources,"Husari, Ghaith and Al-Shaer, Ehab and Ahmed, Mohiuddin and Chu, Bill and Niu, Xi",https://dl.acm.org/doi/pdf/10.1145/3134600.3134646,husari_alshaer_2017.pdf,,,,,
ACSAC,2017,Supplementing Modern Software Defenses with Stack-Pointer Sanity,"Quach, Anh and Cole, Matthew and Prakash, Aravind",https://dl.acm.org/doi/pdf/10.1145/3134600.3134641,quach_cole_2017.pdf,https://github.com/bingseclab/spiglass,,200,,
ACSAC,2017,Protecting COTS Binaries from Disclosure-guided Code Reuse Attacks,"Zhang, Mingwei and Polychronakis, Michalis and Sekar, R.",https://dl.acm.org/doi/pdf/10.1145/3134600.3134634,zhang_polychronakis_2017.pdf,,,,,
ACSAC,2017,Piston: Uncooperative Remote Runtime Patching,"Salls, Christopher and Shoshitaishvili, Yan and Stephens, Nick and Kruegel, Christopher and Vigna, Giovanni",https://dl.acm.org/doi/pdf/10.1145/3134600.3134611,salls_shoshitaishvili_2017.pdf,,,,,
ACSAC,2017,Proxy Re-Encryption Based on Homomorphic Encryption,"Bellafqira, Reda and Coatrieux, Gouenou and Bouslimi, Dalel and Quellec, Gwénolé and Cozic, Michel",https://dl.acm.org/doi/pdf/10.1145/3134600.3134616,bellafqira_coatrieux_2017.pdf,,,,,
ACSAC,2017,Measuring Popularity of Cryptographic Libraries in Internet-Wide Scans,"Nemec, Matus and Klinec, Dusan and Svenda, Petr and Sekan, Peter and Matyas, Vashek",https://dl.acm.org/doi/pdf/10.1145/3134600.3134612,nemec_klinec_2017.pdf,https://github.com/crocs-muni/classifyRSAkey,,200,,
ACSAC,2017,Spinner: Semi-Automatic Detection of Pinning without Hostname Verification,"Stone, Chris McMahon and Chothia, Tom and Garcia, Flavio D.",https://dl.acm.org/doi/pdf/10.1145/3134600.3134628,stone_chothia_2017.pdf,https://github.com/ChrisMcMStone/spinner,,200,,
ACSAC,2017,Predicting Cyber Threats with Virtual Security Products,"Chen, Shang-Tse and Han, Yufei and Chau, Duen Horng and Gates, Christopher and Hart, Michael and Roundy, Kevin A.",https://dl.acm.org/doi/pdf/10.1145/3134600.3134617,chen_han_2017.pdf,,,,,
ACSAC,2017,Smoke Detector: Cross-Product Intrusion Detection With Weak Indicators,"Roundy, Kevin A. and Tamersoy, Acar and Spertus, Michael and Hart, Michael and Kats, Daniel and Dell'Amico, Matteo and Scott, Robert",https://dl.acm.org/doi/pdf/10.1145/3134600.3134645,roundy_tamersoy_2017.pdf,,,,,
ACSAC,2017,"I Like It, but I Hate It: Employee Perceptions Towards an Institutional Transition to BYOD Second-Factor Authentication","Weidman, Jake and Grossklags, Jens",https://dl.acm.org/doi/pdf/10.1145/3134600.3134629,weidman_grossklags_2017.pdf,,,,,
ACSAC,2017,VulCAN: Efficient Component Authentication and Software Isolation for Automotive Control Networks,"Van Bulck, Jo and Mühlberg, Jan Tobias and Piessens, Frank",https://dl.acm.org/doi/pdf/10.1145/3134600.3134623,vanbulck_mühlberg_2017.pdf,https://github.com/sancus-pma/vulcan/,,200,,
ACSAC,2017,Automated Analysis of Secure Internet of Things Protocols,"Kim, Jun Young and Holz, Ralph and Hu, Wen and Jha, Sanjay",https://dl.acm.org/doi/pdf/10.1145/3134600.3134624,kim_holz_2017.pdf,https://github.com/jun-kim/Automated-security-verification-of-IoT-protocols,,200,,
ACSAC,2017,HoloPair: Securing Shared Augmented Reality Using Microsoft HoloLens,"Sluganovic, Ivo and Serbec, Matej and Derek, Ante and Martinovic, Ivan",https://dl.acm.org/doi/pdf/10.1145/3134600.3134625,sluganovic_serbec_2017.pdf,,,,,
ACSAC,2017,Objective Metrics and Gradient Descent Algorithms for Adversarial Examples in Machine Learning,"Jang, Uyeong and Wu, Xi and Jha, Somesh",https://dl.acm.org/doi/pdf/10.1145/3134600.3134635,jang_wu_2017.pdf,,,,,
ACSAC,2017,Mitigating Evasion Attacks to Deep Neural Networks via Region-based Classification,"Cao, Xiaoyu and Gong, Neil Zhenqiang",https://dl.acm.org/doi/pdf/10.1145/3134600.3134606,cao_gong_2017.pdf,,,,,
ACSAC,2017,Malware Detection in Adversarial Settings: Exploiting Feature Evolutions and Confusions in Android Apps,"Yang, Wei and Kong, Deguang and Xie, Tao and Gunter, Carl A.",https://dl.acm.org/doi/pdf/10.1145/3134600.3134642,yang_kong_2017.pdf,,,,,
ACSAC,2017,Grid Shock: Coordinated Load-Changing Attacks on Power Grids: The Non-Smart Power Grid is Vulnerable to Cyber Attacks as Well,"Dabrowski, Adrian and Ullrich, Johanna and Weippl, Edgar R.",https://dl.acm.org/doi/pdf/10.1145/3134600.3134639,dabrowski_ullrich_2017.pdf,http://seclab.tuwien.ac.at/people/atrox/gridshock-dabrowski.zip,,-1,,
ACSAC,2017,Orpheus: Enforcing Cyber-Physical Execution Semantics to Defend Against Data-Oriented Attacks,"Cheng, Long and Tian, Ke and Yao, Danfeng (Daphne)",https://dl.acm.org/doi/pdf/10.1145/3134600.3134640,cheng_tian_2017.pdf,,,,,
ACSAC,2017,TRAKS: A Universal Key Management Scheme for ERTMS,"Thomas, Richard J. and Ordean, Mihai and Chothia, Tom and de Ruiter, Joeri",https://dl.acm.org/doi/pdf/10.1145/3134600.3134631,thomas_ordean_2017.pdf,,,,,
ACSAC,2017,Supporting Transparent Snapshot for Bare-metal Malware Analysis on Mobile Devices,"Guan, Le and Jia, Shijie and Chen, Bo and Zhang, Fengwei and Luo, Bo and Lin, Jingqiang and Liu, Peng and Xing, Xinyu and Xia, Luning",https://dl.acm.org/doi/pdf/10.1145/3134600.3134647,guan_jia_2017.pdf,,,,,
ACSAC,2017,Droid-AntiRM: Taming Control Flow Anti-analysis to Support Automated Dynamic Analysis of Android Malware,"Wang, Xiaolei and Zhu, Sencun and Zhou, Dehua and Yang, Yuexiang",https://dl.acm.org/doi/pdf/10.1145/3134600.3134601,wang_zhu_2017.pdf,,,,,
ACSAC,2017,SecureDroid: Enhancing Security of Machine Learning-based Detection against Adversarial Android Malware Attacks,"Chen, Lingwei and Hou, Shifu and Ye, Yanfang",https://dl.acm.org/doi/pdf/10.1145/3134600.3134636,chen_hou_2017.pdf,,,,,
ACSAC,2017,DECANTeR: DEteCtion of Anomalous outbouNd HTTP TRaffic by Passive Application Fingerprinting,"Bortolameotti, Riccardo and van Ede, Thijs and Caselli, Marco and Everts, Maarten H. and Hartel, Pieter and Hofstede, Rick and Jonker, Willem and Peter, Andreas",https://dl.acm.org/doi/pdf/10.1145/3134600.3134605,bortolameotti_vanede_2017.pdf,https://github.com/rbortolameotti/decanter,,200,,
ACSAC,2017,Picky Attackers: Quantifying the Role of System Properties on Intruder Behavior,"Barron, Timothy and Nikiforakis, Nick",https://dl.acm.org/doi/pdf/10.1145/3134600.3134614,barron_nikiforakis_17.pdf,https://drive.usercontent.google.com/download?id=1q5jZin2KozCnkX-PDVleEU7dqybbGX4S&export=download&authuser=0,,,,
ACSAC,2017,Co-processor-based Behavior Monitoring: Application to the Detection of Attacks Against the System Management Mode,"Chevalier, Ronny and Villatel, Maugan and Plaquin, David and Hiet, Guillaume",https://dl.acm.org/doi/pdf/10.1145/3134600.3134622,chevalier_villatel_2017.pdf,,,,,
ACSAC,2017,RevARM: A Platform-Agnostic ARM Binary Rewriter for Security Applications,"Kim, Taegyu and Kim, Chung Hwan and Choi, Hongjun and Kwon, Yonghwi and Saltaformaggio, Brendan and Zhang, Xiangyu and Xu, Dongyan",https://dl.acm.org/doi/pdf/10.1145/3134600.3134627,kim_kim_2017.pdf,,,,,
ACSAC,2017,Secure and Efficient Software-based Attestation for Industrial Control Devices with ARM Processors,"Chen, Binbin and Dong, Xinshu and Bai, Guangdong and Jauhar, Sumeet and Cheng, Yueqiang",https://dl.acm.org/doi/pdf/10.1145/3134600.3134621,chen_dong_2017.pdf,http://www.illinois.adsc.com.sg/attestation/Attestation-ADSC-Release-2017.zip,,,,
ACSAC,2017,ECFI: Asynchronous Control Flow Integrity for Programmable Logic Controllers,"Abbasi, Ali and Holz, Thorsten and Zambon, Emmanuele and Etalle, Sandro",https://dl.acm.org/doi/pdf/10.1145/3134600.3134618,abbasi_holz_2017.pdf,,,,,
ACSAC,2017,Lean On Me: Mining Internet Service Dependencies From Large-Scale DNS Data,"Dell'Amico, Matteo and Bilge, Leyla and Kayyoor, Ashwin and Efstathopoulos, Petros and Vervier, Pierre-Antoine",https://dl.acm.org/doi/pdf/10.1145/3134600.3134637,dellamico_bilge_2017.pdf,,,,,
