Paper Title,Author,Link to Paper,Link for Code,Conference,Year,Author Affiliation,ReadMe,Type,Available,Last Modified,Language,Evaluate Later,Compiles,Output Matches,Hardware,Made for Reproducibility,Funding,Artifact Evaluation,Comments
Verify&Revive: Secure Detection and Recovery of Compromised Low-end Embedded Devices,"Ammar, Mahmoud and Crispo, Bruno",https://dl.acm.org/doi/pdf/10.1145/3427228.3427253,https://github.com/m3mmar/VerifyRevive,ACSAC,2020,0,-1,5,-1,N/A,,,-1,-1,,-1,KULevin,0,Bad Link
Practical and secure dynamic searchable encryption via oblivious access on distributed data structure,"Thang Hoang, Attila Altay Yavuz, Jorge Guajardo",https://dl.acm.org/doi/pdf/10.1145/2991079.2991088,https://github.com/thanghoang/DOD-DSSE/,ACSAC,2016,1,1,1,2,01/11/2017,C++,,2,-1,,1,N/A,-1,"Readme has no instructions essentially says ""this isn't organized, i'll do it soon"". That was 7 years ago. Makefile doesn't work even after seemingly installing all dependencies."
JaTE: Transparent and Efficient JavaScript Confinement,"Tran, Tung, Pelizzi, Riccardo, Sekar, R.",https://dl.acm.org/doi/pdf/10.1145/2818000.2818019,http://www.seclab.cs.sunysb.edu/seclab/jate/,ACSAC,2016,0,0,4,0,12/23/2015,JavaScript,,2,-1,,1,NSF,-1,"No readme/instructions. Seems to include prebuilt firefox extension, which I can't test"
Evaluating the Flexibility of the Java Sandbox,"Coker, Zack, Maass, Michael, Ding, Tianyuan, Le Goues, Claire, Sunshine, Joshua",https://dl.acm.org/doi/pdf/10.1145/2818000.2818003,https://github.com/SecurityManagerCodeBase/,ACSAC,2015,0,,1,2,,,,,,,1,"DOD,NSA",-1,
DeView: Confining Progressive Web Applications by Debloating Web APIs,"ChangSeok Oh, Sangho Lee, Chenxiong Qian, Hyungjoon Koo, Wenke Lee",https://dl.acm.org/doi/pdf/10.1145/3564625.3567987,https://github.com/shivamidow/deview,ACSAC,2022,0,,,,,,,,,,,,,
NeuGuard: Lightweight Neuron-Guided Defense against Membership Inference Attacks,"Nuo Xu, Binghui Wang, Ran Ran, Wujie Wen, Parv Venkitasubramaniam",https://dl.acm.org/doi/pdf/10.1145/3564625.3567986,https://github.com/nux219/NeuGuard,ACSAC,2022,0,,,,,,,,,,,,,
A Qualitative Evaluation of Reverse Engineering Tool Usability,"James Mattei, Madeline McLaughlin, Samantha Katcher, Daniel Votipka",https://dl.acm.org/doi/pdf/10.1145/3564625.3567993,https://github.com/James-Mattei/RE-Tool-Usability-Artifacts,ACSAC,2022,0,,,,,,,,,,,,,
Recurring Contingent Service Payment,"Aydin Abadi,Steven J. Murdoch,Thomas Zacharias",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10190500,https://github.com/AydinAbadi/RC-S-P/tree/main,EuroS&P,2023,,,,,,,,,,,,,,
Towards Fine-Grained Localization of Privacy Behaviors,"Vijayanta Jain,Sepideh Ghanavati,Sai Teja Peddinti,Collin McMillan",https://arxiv.org/pdf/2305.15314.pdf,https://github.com/PERC-Lab/Fine_Grained_Localization,EuroS&P,2023,,,,,,,,,,,,,,
Securing Container-based Clouds with Syscall-aware Scheduling,"Michael V. Le,Salman Ahmed,Dan Williams,Hani Jamjoom",https://dl.acm.org/doi/pdf/10.1145/3579856.3582835,https://github.com/kubernetes-sigs/scheduler-plugins/tree/master/kep/399-sysched-scoring,AsiaCCS,2023,,,,,,,,,,,,,,
